st_name,st_line,st_lat,st_lng
월곡역,6호선,37.6018044172918,127.041460725816
고려대역,6호선,37.5904428112875,127.036309418348
안암역,6호선,37.586307417971,127.029233420248
보문역,6호선,37.585541696968,127.020003515933
창신역,6호선,37.5794156449305,127.015296884838
동묘앞역,6호선,37.5721715926337,127.015725557994
신당역,6호선,37.5656730531732,127.019477533278
청구역,6호선,37.5609165488093,127.014165812912
약수역,6호선,37.5539252226626,127.010153707232
버티고개역,6호선,37.5478275106099,127.006730866101
한강진역,6호선,37.5397907743775,127.001765135176
이태원역,6호선,37.5345252050511,126.994333861918
녹사평역,6호선,37.5347227952064,126.9865496751
삼각지역,6호선,37.53555405127728,126.97403253638866
효창공원앞역,6호선,37.5393087503306,126.96139810075
공덕역,6호선,37.5435291483325,126.951895403142
대흥역,6호선,37.5476479056751,126.942473188734
광흥창역,6호선,37.547487384826,126.93203078679
상수역,6호선,37.54776618366393,126.92242989321456
합정역,6호선,37.5487840343032,126.91421318621
망원역,6호선,37.5560826563712,126.910094329982
마포구청역,6호선,37.5634871865932,126.903425598797
월드컵경기장역,6호선,37.5696355653344,126.899098148061
디지털미디어시티역,6호선,37.5760128452483,126.901276653303
증산역,6호선,37.583746353282,126.909494991105
새절역,6호선,37.5908600479967,126.913580663181
응암역,6호선,37.5984910629281,126.915542187709
역촌역,6호선,37.6062265591065,126.922844876471
불광역,6호선,37.6100477979795,126.930315826401
독바위역,6호선,37.6184141599944,126.933053652461
연신내역,6호선,37.6185144575356,126.920453534497
구산역,6호선,37.6112466906903,126.917258344574
부평구청역,7호선,37.5074335057831,126.72144197999
굴포천역,7호선,37.5070455900364,126.731346449706
삼산체육관역,7호선,37.5065022485406,126.741423266126
상동역,7호선,37.50578860265,126.753192450274
부천시청역,7호선,37.504643113710536,126.76406251971743
신중동역,7호선,37.5029525402622,126.776897204578
춘의역,7호선,37.5036991939036,126.786996627015
부천종합운동장역,7호선,37.5054255130821,126.797233841984
까치울역,7호선,37.5062273475174,126.81133736089
온수역,7호선,37.4919675365056,126.823847928009
천왕역,7호선,37.4868564822373,126.838604215448
광명사거리역,7호선,37.4792983082726,126.854873735158
철산역,7호선,37.4761928424537,126.868211027014
가산디지털단지역,7호선,37.4803959660982,126.882661758356
남구로역,7호선,37.48698929041151,126.88797025702439
대림역,7호선,37.4928430008915,126.896722858042
신풍역,7호선,37.5001229935524,126.90975434386
보라매역,7호선,37.4999217552104,126.920611175261
신대방삼거리역,7호선,37.499757228908564,126.92821094566965
장승배기역,7호선,37.5048990621814,126.939072381356
상도역,7호선,37.5028706251049,126.947917975554
숭실대입구역,7호선,37.4963172817574,126.953621963422
남성역,7호선,37.484793511299706,126.97091020065321
총신대입구역,7호선,37.4852894237752,126.981674028783
내방역,7호선,37.4876585212369,126.993600180589
고속터미널역,7호선,37.5033865633062,127.005007834609
반포역,7호선,37.5081614290284,127.011586161943
논현역,7호선,37.5112018042687,127.021653112054
학동역,7호선,37.51435840201333,127.0318996437755
강남구청역,7호선,37.5172152713709,127.041309814563
청담역,7호선,37.519455579961,127.053717937903
뚝섬유원지역,7호선,37.5315583755646,127.066796230331
건대입구역,7호선,37.5408686005702,127.071104284458
어린이대공원역,7호선,37.5479626782211,127.074655256871
군자역,7호선,37.5577765558418,127.079844019721
중곡역,7호선,37.56587524335624,127.08426477413238
용마산역,7호선,37.573715696822,127.086761764772
사가정역,7호선,37.5809403751459,127.088504554212
면목역,7호선,37.5887148877725,127.087503803859
상봉역,7호선,37.5955853328943,127.085754455388
중화역,7호선,37.6025526943256,127.079312037122
먹골역,7호선,37.6106193846197,127.077762187968
태릉입구역,7호선,37.618459513199,127.075405300578
공릉역,7호선,37.6255427648558,127.073033585328
하계역,7호선,37.6364765391858,127.067991278758
중계역,7호선,37.6450921230569,127.06411035896
노원역,7호선,37.6545110763411,127.06055556456411
마들역,7호선,37.6652017465321,127.057712619869
수락산역,7호선,37.6778814656816,127.055350968781
도봉산역,7호선,37.6896304650032,127.046425596353
장암역,7호선,37.699956566426,127.052818310578
암사역,8호선,37.550141060814475,127.1275418321658
천호역,8호선,37.5379353309085,127.123203357732
강동구청역,8호선,37.5302111983522,127.12044373032
몽촌토성역,8호선,37.5178064826321,127.112863087986
잠실역,8호선,37.5143121584933,127.103270523629
석촌역,8호선,37.5054141216925,127.107004062699
송파역,8호선,37.4997149535067,127.112193506363
가락시장역,8호선,37.4930992522183,127.118262745146
문정역,8호선,37.4860310539381,127.122484886901
장지역,8호선,37.4786316933099,127.12617656737
복정역,8호선,37.4707418689753,127.126724009736
산성역,8호선,37.45679930899025,127.15007393689723
남한산성입구역,8호선,37.4516686968693,127.159882577768
단대오거리역,8호선,37.4450233869603,127.156772052175
신흥역,8호선,37.4409230460675,127.147538132656
수진역,8호선,37.4373779787206,127.140534508419
모란역,8호선,37.4340382896277,127.129970457799
개화역,9호선,37.5783445148797,126.796891362602
김포공항역,9호선,37.5619657741382,126.80191588831
공항시장역,9호선,37.5636883252006,126.810608513395
신방화역,9호선,37.5674865539528,126.817236441801
마곡나루역,9호선,37.5667126094974,126.827420928424
양천향교역,9호선,37.5680808809647,126.841978835328
가양역,9호선,37.5614331158033,126.854420294338
증미역,9호선,37.5581321602446,126.860637888459
등촌역,9호선,37.5507280806214,126.865572139231
염창역,9호선,37.546982941543,126.874871603971
신목동역,9호선,37.5442883741577,126.883095790252
선유도역,9호선,37.538156854068,126.893333867069
당산역,9호선,37.5337892432802,126.902165052778
국회의사당역,9호선,37.5281465047706,126.91783895106
여의도역,9호선,37.5211700890445,126.92466104293
샛강역,9호선,37.5173737710931,126.928375058271
노량진역,9호선,37.5135856714992,126.940893179777
노들역,9호선,37.5126721234205,126.953096069577
흑석역,9호선,37.5091654719404,126.963463063008
동작역,9호선,37.5027432048656,126.978543852208
구반포역,9호선,37.5014398319603,126.987464905696
신반포역,9호선,37.5035091412544,126.996082392175
고속터미널역,9호선,37.5059814899483,127.004211793489
사평역,9호선,37.5042326273953,127.015272484531
신논현역,9호선,37.504811111562,127.025492036104
언주역,9호선,37.5073353959717,127.033970921595
선정릉역,9호선,37.5103234156709,127.044016016384
삼성중앙역,9호선,37.5129614511319,127.053043676912
봉은사역,9호선,37.5142554489848,127.060233935114
종합운동장역,9호선,37.5114097871778,127.076324485585
삼전역,9호선,37.5045508982288,127.087364764327
석촌고분역,9호선,37.5024642610287,127.096509319053
석촌역,9호선,37.5049746488034,127.106763669665
송파나루역,9호선,37.511016711673854,127.11266284528047
한성백제역,9호선,37.5165379932802,127.116449169971
올림픽공원역,9호선,37.5161163241813,127.130252931248
둔촌오륜역,9호선,37.5194080372613,127.138652069629
중앙보훈병원역,9호선,37.52840258997037,127.14841167813621
국제업무지구역,인천1호선,37.3996578386606,126.630542158102
센트럴파크역,인천1호선,37.3928455432657,126.634988814949
인천대입구역,인천1호선,37.3862063921103,126.639542234479
지식정보단지역,인천1호선,37.37750721892,126.645861381029
테크노파크역,인천1호선,37.3822809834253,126.656299104753
캠퍼스타운역,인천1호선,37.38844295632,126.662206121031
동막역,인천1호선,37.3979424375979,126.673448014592
동춘역,인천1호선,37.404576119239,126.680851046438
원인재역,인천1호선,37.4123688782408,126.687889114089
신연수역,인천1호선,37.4181081550544,126.694019681969
선학역,인천1호선,37.4269470843403,126.69892316532737
문학경기장역,인천1호선,37.4346513434001,126.698449383593
인천터미널역,인천1호선,37.4419166733897,126.699694889876
예술회관역,인천1호선,37.4485259845342,126.700916120922
인천시청역,인천1호선,37.4577376396937,126.702235746357
간석오거리역,인천1호선,37.4670826685298,126.707918490817
부평삼거리역,인천1호선,37.4778357365592,126.710296039281
동수역,인천1호선,37.4855071635951,126.718606270842
부평역,인천1호선,37.4903768319169,126.723454741807
부평시장역,인천1호선,37.4983641942962,126.722285373949
부평구청역,인천1호선,37.5084658276667,126.720583092527
갈산역,인천1호선,37.5171177260985,126.721550773775
작전역,인천1호선,37.5302710952892,126.722560827351
경인교대입구역,인천1호선,37.538124360683,126.722631302651
계산역,인천1호선,37.5433079533771,126.7277312169
임학역,인천1호선,37.5450120455649,126.738633379569
박촌역,인천1호선,37.5536612597496,126.74506746745
귤현역,인천1호선,37.5662988350728,126.742679119614
계양역,인천1호선,37.5715178066812,126.736335695783
검단오류역,인천2호선,37.5949434686845,126.627907494962
왕길역,인천2호선,37.595129055954,126.642477372147
검단사거리역,인천2호선,37.6016612295398,126.65643839271
마전역,인천2호선,37.5976340869751,126.667223457118
완정역,인천2호선,37.5928390497566,126.673033100577
독정역,인천2호선,37.5848500618769,126.676002640967
검암역,인천2호선,37.5686781799536,126.67567426472
검바위역,인천2호선,37.5611257424349,126.677531491203
아시아드경기장역,인천2호선,37.5513145630525,126.677107520162
서구청역,인천2호선,37.5440446154284,126.676844673062
가정역,인천2호선,37.5248168619511,126.675357432309
가정중앙시장역,인천2호선,37.5175263931377,126.676823324228
석남역,인천2호선,37.5074734021258,126.676301165922
서부여성회관역,인천2호선,37.5003434953542,126.675870541598
인천가좌역,인천2호선,37.4898360731372,126.675242029489
가재울역,인천2호선,37.4841504406643,126.683769149033
주안국가산단역,인천2호선,37.4739117730065,126.681221189696
주안역,인천2호선,37.4651552217129,126.679015725246
시민공원역,인천2호선,37.4583852139167,126.681074618963
석바위시장역,인천2호선,37.4576690774014,126.692353074376
인천시청역,인천2호선,37.4576690774014,126.692353074376
석천사거리역,인천2호선,37.4567884972007,126.710422456642
모래내시장역,인천2호선,37.4558628174958,126.719621557604
만수역,인천2호선,37.4549755117309,126.731736248865
남동구청역,인천2호선,37.4481747324298,126.736565773149
인천대공원역,인천2호선,37.4484766105613,126.752851963764
운연역,인천2호선,37.4396425989597,126.759606687799
수원역,분당선,37.26627326619277,127.00024351659127
매교역,분당선,37.2655153235144,127.01590057208
수원시청역,분당선,37.2619226180172,127.030857188083
매탄권선역,분당선,37.2525055074191,127.040808657326
망포역,분당선,37.2458383703858,127.056854781327
영통역,분당선,37.2515035095752,127.07133191773
청명역,분당선,37.2595395723925,127.078969000537
상갈역,분당선,37.261811831367,127.108737254546
기흥역,분당선,37.2754972009506,127.115955078051
신갈역,분당선,37.2861483619847,127.111284750107
구성역,분당선,37.2989770487314,127.105695833197
보정역,분당선,37.3127749181936,127.108336816968
죽전역,분당선,37.3243773830569,127.107505020642
오리역,분당선,37.3398305519823,127.108948940053
미금역,분당선,37.3500733987758,127.109008885386
정자역,분당선,37.3661737923199,127.108097457244
수내역,분당선,37.3784687674046,127.114288846291
서현역,분당선,37.3850154269126,127.123431479636
이매역,분당선,37.3962081628338,127.128287899628
야탑역,분당선,37.4113736407028,127.128742990837
모란역,분당선,37.43207321184484,127.12911400618115
태평역,분당선,37.4397891897361,127.127747545465
가천대역,분당선,37.4485625950294,127.126695628703
복정역,분당선,37.4690409199719,127.126576443447
수서역,분당선,37.4873734995025,127.101645918947
대모산입구역,분당선,37.4915500752654,127.073070274916
개포동역,분당선,37.4891394691891,127.066120707828
구룡역,분당선,37.4870274262116,127.059492941655
도곡역,분당선,37.4916282953544,127.055109203665
한티역,분당선,37.4962857047653,127.052909749417
선릉역,분당선,37.50516782598803,127.04870879368039
선정릉역,분당선,37.5109326388803,127.043627289129
강남구청역,분당선,37.5166241449989,127.04150404599
압구정로데오역,분당선,37.5275193835816,127.040600507256
서울숲역,분당선,37.543645796605,127.044746216358
왕십리역,분당선,37.5606407291589,127.038784937603
청량리역,분당선,37.5808953806814,127.047847862522
강남역,신분당선,37.4967771303817,127.028185245594
양재역,신분당선,37.4834655780476,127.035154074503
양재시민의숲역,신분당선,37.4701332061395,127.038471341381
청계산입구역,신분당선,37.4483547387397,127.054720327179
판교역,신분당선,37.3947766273829,127.111196698916
정자역,신분당선,37.3673267196137,127.108519062566
미금역,신분당선,37.3500735899564,127.108801215359
동천역,신분당선,37.3378429142383,127.102870440698
수지구청역,신분당선,37.322492584304,127.094658560596
성복역,신분당선,37.3135324511783,127.08038367116
상현역,신분당선,37.2978289663421,127.069363534097
광교중앙역,신분당선,37.2883843017536,127.051726324729
광교역,신분당선,37.3021119263654,127.044268853097
임진강역,경의중앙선,37.8882750558283,126.747078454706
문산역,경의중앙선,37.854626895054,126.787395378931
파주역,경의중앙선,37.8153655831005,126.79269130281
월롱역,경의중앙선,37.7962146380874,126.792585875504
금촌역,경의중앙선,37.7662265030421,126.774633255205
금릉역,경의중앙선,37.7513389843704,126.765410119425
운정역,경의중앙선,37.7256036100162,126.767161028033
야당역,경의중앙선,37.712611015679,126.761453983315
탄현역,경의중앙선,37.6939889446111,126.761078262576
일산역,경의중앙선,37.6820129415088,126.770022642636
풍산역,경의중앙선,37.6723381857514,126.786275217066
백마역,경의중앙선,37.658016621853,126.79461646967
곡산역,경의중앙선,37.6457575538988,126.801806892782
대곡역,경의중앙선,37.631852486342,126.809905469039
능곡역,경의중앙선,37.6190245080032,126.820422359748
행신역,경의중앙선,37.61215310939878,126.83426555510584
강매역,경의중앙선,37.6122904733665,126.844499363241
화전역,경의중앙선,37.60331324429987,126.8683857235886
수색역,경의중앙선,37.5808625683358,126.895659474538
디지털미디어시티역,경의중앙선,37.5774034885485,126.900690671594
가좌역,경의중앙선,37.5687433529646,126.914815128053
신촌역,경의중앙선,37.5596742361045,126.942088187099
서울역,경의중앙선,37.5569351113375,126.971316773975
홍대입구역,경의중앙선,37.5574494922411,126.927118938976
서강대역,경의중앙선,37.5521384864879,126.935507621173
